,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRINGLES SALT & VINEGAR 70G,,,,,,,,,,,0,,,,1,,,0,,4,,,0,,3,,,,2,,,,,10,,,,12.50,,,,8.500,,,1.92,,,-1405,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KP MINI CHIPS SALT & VINEGAR,,,,,,,,,,,0,,,,2,,,2,,3,,,0,,1,,,,2,,,,,10,,,,13.50,,,,9.500,,,1.75,,,-249,,,0,,15.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RING POP,,,,,,,,,,,0,,,,0,,,1,,1,,,5,,1,,,,2,,,,,10,,,,6.90,,,,3.540,,,2.21,,,-1424,,,0,,38.43,,
,,,,,,,,HARIBO JELLY BABIES,,,,,,,,,,,2,,,,2,,,1,,0,,,0,,1,,,,4,,,,,10,,,,12.50,,,,8.500,,,1.92,,,-474,,,0,,18.40,,
,,,,,,,,CHEETOS TWISTED FLAMIN HOT,,,,,,,,,,,1,,,,1,,,0,,2,,,1,,1,,,,4,,,,,10,,,,4.90,,,,0.900,,,3.18,,,-1021,,,0,,77.96,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRINGLES HOT & SPICY,,,,,,,,,,,0,,,,2,,,2,,2,,,1,,3,,,,0,,,,,10,,,,12.50,,,,8.500,,,1.92,,,-981,,,0,,18.40,,
,,,,,,,,DAIRY MILK CARAMEL,,,,,,,,,,,0,,,,2,,,2,,1,,,1,,2,,,,1,,,,,9,,,,17.55,,,,13.950,,,0.68,,,-146,,,0,,4.62,,
,,,,,,,,REESE'S 2 PEANUT BUTTER CUPS,,,,,,,,,,,0,,,,4,,,3,,0,,,2,,0,,,,0,,,,,9,,,,10.71,,,,5.850,,,3.08,,,-678,,,0,,34.45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HARIBO RAINBOW STRIPS,,,,,,,,,,,0,,,,1,,,1,,2,,,2,,2,,,,1,,,,,9,,,,11.25,,,,7.650,,,1.73,,,-42,,,0,,18.40,,
,,,,,,,,CADBURY DM CARAMEL,,,,,,,,,,,0,,,,0,,,2,,1,,,2,,4,,,,0,,,,,9,,,,8.91,,,,5.310,,,2.12,,,-149,,,0,,28.48,,
,,,,,,,,CADBURY DM FREDDO CARAMEL,,,,,,,,,,,1,,,,2,,,3,,2,,,0,,1,,,,0,,,,,9,,,,3.51,,,,2.930,,,0.00,,,-109,,,0,,0.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ROWNTREES JELLY TOTS,,,,,,,,,,,0,,,,0,,,2,,2,,,1,,2,,,,2,,,,,9,,,,11.25,,,,7.650,,,1.73,,,-72,,,0,,18.40,,
,,,,,,,,MIKADO.,,,,,,,,,,,0,,,,1,,,2,,1,,,2,,3,,,,0,,,,,9,,,,8.91,,,,5.310,,,2.12,,,-617,,,0,,28.48,,
,,,,,,,,JOHNNY ONION RINGS,,,,,,,,,,,0,,,,1,,,0,,2,,,0,,4,,,,2,,,,,9,,,,3.15,,,,1.750,,,0.87,,,-883,,,0,,33.26,,
,,,,,,,,PRINGLES TEXAS BBQ SAUCE,,,,,,,,,,,0,,,,1,,,0,,3,,,2,,3,,,,0,,,,,9,,,,11.25,,,,7.650,,,1.73,,,-1511,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,VIMTO FIZZY DAZZLER,,,,,,,,,,,0,,,,4,,,1,,2,,,0,,1,,,,1,,,,,9,,,,4.50,,,,0.900,,,2.85,,,-1084,,,0,,76.00,,
,,,,,,,,MALTESERS.,,,,,,,,,,,0,,,,0,,,2,,2,,,2,,2,,,,1,,,,,9,,,,6.75,,,,3.150,,,2.48,,,-546,,,0,,44.00,,
,,,,,,,,MILKYWAY,,,,,,,,,,,0,,,,3,,,2,,2,,,0,,1,,,,0,,,,,8,,,,3.12,,,,2.280,,,0.33,,,-378,,,0,,12.50,,
,,,,,,,,PEPSI MAX CHERRY 500ML,,,,,,,,,,,0,,,,3,,,1,,2,,,0,,0,,,,2,,,,,8,,,,11.12,,,,7.920,,,1.35,,,-77,,,0,,14.53,,
,,,,,,,,DAIRY MILK,,,,,,,,,,,1,,,,3,,,2,,1,,,0,,1,,,,0,,,,,8,,,,15.60,,,,12.400,,,0.60,,,-222,,,0,,4.62,,
,,,,,,,,DAIRY MILK OREO,,,,,,,,,,,0,,,,4,,,1,,1,,,0,,1,,,,1,,,,,8,,,,15.60,,,,12.400,,,0.60,,,-38,,,0,,4.62,,
,,,,,,,,TWIRL,,,,,,,,,,,0,,,,0,,,1,,2,,,1,,4,,,,0,,,,,8,,,,7.92,,,,4.720,,,1.88,,,-77,,,0,,28.48,,
,,,,,,,,MALTESERS TEASERS BAR,,,,,,,,,,,0,,,,2,,,3,,0,,,0,,2,,,,1,,,,,8,,,,13.52,,,,10.320,,,0.95,,,-119,,,0,,8.40,,
,,,,,,,,WALKERS SQUARES SALT & VINEGAR,,,,,,,,,,,0,,,,2,,,2,,1,,,0,,2,,,,1,,,,,8,,,,10.80,,,,7.600,,,1.40,,,-255,,,0,,15.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DISCOS S&V,,,,,,,,,,,2,,,,1,,,0,,1,,,3,,1,,,,0,,,,,8,,,,4.40,,,,1.200,,,2.47,,,-247,,,0,,67.27,,
,,,,,,,,REFRESHERS SOUR CHEW BAR,,,,,,,,,,,0,,,,0,,,2,,2,,,1,,3,,,,0,,,,,8,,,,1.60,,,,1.340,,,0.00,,,-894,,,0,,-0.20,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KINDER EGG,,,,,,,,,,,1,,,,0,,,1,,0,,,1,,5,,,,0,,,,,8,,,,9.52,,,,3.120,,,4.81,,,-2670,,,0,,60.67,,
,,,,,,,,DRUMSTICK BAR,,,,,,,,,,,0,,,,0,,,0,,4,,,1,,3,,,,0,,,,,8,,,,1.60,,,,0.840,,,0.50,,,-1689,,,0,,37.37,,
,,,,,,,,CELSIUS RASPBERRY PEACH,,,,,,,,,,,1,,,,2,,,0,,0,,,2,,1,,,,2,,,,,8,,,,7.50,,,,8.800,,,-2.55,,,-34,,,0,,-40.80,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WALKERS BAKED CHEESE & ONION,,,,,,,,,,,0,,,,2,,,1,,0,,,1,,3,,,,1,,,,,8,,,,7.92,,,,6.320,,,0.28,,,-1488,,,0,,4.24,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ES WHITE CHOCOLATE,,,,,,,,,,,0,,,,0,,,1,,1,,,3,,3,,,,0,,,,,8,,,,9.20,,,,6.000,,,1.67,,,-160,,,0,,21.74,,
,,,,,,,,TOUNGE PAINTERS,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,5,,,,0,,,,,8,,,,8.00,,,,4.800,,,1.87,,,-10,,,0,,28.00,,
,,,,,,,,M M CRISPY,,,,,,,,,,,1,,,,2,,,1,,0,,,1,,3,,,,0,,,,,8,,,,13.52,,,,10.320,,,0.95,,,-211,,,0,,8.40,,
,,,,,,,,E/S APPLE JUICE 200ML,,,,,,,,,,,0,,,,1,,,3,,0,,,1,,3,,,,0,,,,,8,,,,4.00,,,,0.800,,,2.53,,,-761,,,0,,76.00,,
,,,,,,,,JACOBS MINI CHEDDARS ORIGINAL,,,,,,,,,,,0,,,,1,,,3,,1,,,1,,1,,,,1,,,,,8,,,,10.00,,,,6.800,,,1.53,,,-419,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77998,,,,,,,,WRIGLEY EXTRA ICE S/F SPEAR*,,,,,,,,10PCE,,,0,,,,1,,,2,,2,,,2,,1,,,,0,,,,,8,,,,7.60,,,,3.040,,,3.29,,,-2576,,,0,,52.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HARIBO GIANT STRAWBERRY,,,,,,,,,,,1,,,,2,,,0,,0,,,0,,2,,,,2,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-509,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EMERGE SPORT CHERRY,,,,,,,,,,,0,,,,1,,,1,,1,,,1,,3,,,,0,,,,,7,,,,4.90,,,,2.100,,,1.98,,,-1690,,,0,,48.57,,
,,,,,,,,MARS 3PK.,,,,,,,,,,,0,,,,1,,,1,,1,,,1,,2,,,,1,,,,,7,,,,13.23,,,,10.430,,,0.60,,,-81,,,0,,5.40,,
,,,,,,,,REVELS,,,,,,,,,,,1,,,,2,,,0,,0,,,1,,2,,,,1,,,,,7,,,,11.83,,,,9.030,,,0.83,,,-130,,,0,,8.40,,
,,,,,,,,SKITTLES FRUITS.,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,4,,,,1,,,,,7,,,,4.55,,,,1.750,,,2.04,,,-314,,,0,,53.85,,
,,,,,,,,MONSTER ULTRA FIESTA MANGO,,,,,,,,,,,0,,,,1,,,1,,2,,,0,,2,,,,1,,,,,7,,,,11.55,,,,8.750,,,0.88,,,-250,,,0,,9.09,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LINDOR,,,,,,,,,,,2,,,,0,,,1,,0,,,0,,2,,,,2,,,,,7,,,,8.40,,,,5.600,,,1.40,,,-24,,,0,,20.00,,
,,,,,,,,KIT KAT DUO SALTED CARAMEL,,,,,,,,,,,1,,,,0,,,0,,5,,,0,,0,,,,1,,,,,7,,,,11.13,,,,6.930,,,2.35,,,-57,,,0,,25.28,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TERRYS ORANGE,,,,,,,,,,,1,,,,2,,,1,,1,,,1,,0,,,,1,,,,,7,,,,10.50,,,,7.700,,,1.05,,,-51,,,0,,12.00,,
,,,,,,,,CADBURY CREME EGG BLOCK,,,,,,,,,,,0,,,,1,,,1,,1,,,1,,1,,,,2,,,,,7,,,,14.00,,,,10.430,,,1.24,,,-125,,,0,,10.60,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SPACE RAIDERS BEEF 70G,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,1,,,,3,,,,,7,,,,9.45,,,,6.650,,,1.23,,,-87,,,0,,15.56,,
,,,,,,,,PEPSI DIET 2 LITRE,,,,,,,,,,,0,,,,1,,,1,,2,,,1,,1,,,,1,,,,,7,,,,15.33,,,,12.530,,,0.25,,,-47,,,0,,1.92,,
,,,,,,,,FINI ROLLER RASPBERRY 4 PACK,,,,,,,,,,,1,,,,1,,,0,,1,,,0,,3,,,,1,,,,,7,,,,7.00,,,,4.200,,,1.63,,,-452,,,0,,28.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHOC BUTTONS,,,,,,,,,,,2,,,,0,,,0,,0,,,2,,1,,,,2,,,,,7,,,,12.95,,,,10.150,,,0.64,,,-294,,,0,,5.95,,
,,,,,,,,SKIPS PRAWN COCKTAIL,,,,,,,,,,,2,,,,2,,,0,,1,,,1,,0,,,,1,,,,,7,,,,9.45,,,,6.650,,,1.23,,,-139,,,0,,15.56,,
,,,,,,,,EMERGE SPORT STRAWBERRY WATERMELON,,,,,,,,,,,0,,,,1,,,2,,2,,,2,,0,,,,0,,,,,7,,,,4.90,,,,2.100,,,1.98,,,-1537,,,0,,48.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AIRHEAD GUM BLUE RASPBERRY,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,1,,,,2,,,,,6,,,,11.94,,,,12.540,,,-2.59,,,-20,,,0,,-26.03,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MIKE AND IKE SOUR WATERMELON,,,,,,,,,,,3,,,,0,,,1,,2,,,0,,0,,,,0,,,,,6,,,,3.00,,,,0.600,,,1.90,,,-176,,,0,,76.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CANDY REALMS BLUE RASP BITES,,,,,,,,,,,0,,,,2,,,1,,1,,,1,,1,,,,0,,,,,6,,,,6.00,,,,3.600,,,1.40,,,-18,,,0,,28.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WHAM BAR.,,,,,,,,,,,0,,,,2,,,1,,3,,,0,,0,,,,0,,,,,6,,,,2.70,,,,1.130,,,1.13,,,-472,,,0,,50.00,,
,,,,,,,,WALKERS C/O,,,,,,,,,,,1,,,,1,,,0,,0,,,2,,2,,,,0,,,,,6,,,,5.34,,,,2.340,,,2.11,,,-1876,,,0,,47.42,,
,,,,,,,,SPACE RAIDERS PICKLED ONION,,,,,,,,,,,0,,,,2,,,1,,1,,,0,,1,,,,1,,,,,6,,,,3.00,,,,0.600,,,1.90,,,-101,,,0,,76.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MILKYBAR 12G,,,,,,,,,,,0,,,,1,,,2,,2,,,0,,1,,,,0,,,,,6,,,,2.10,,,,2.340,,,-0.59,,,-128,,,0,,-33.49,,
,,,,,,,,Z/C BLUE RAZZ JAWBREAKERS,,,,,,,,,,,0,,,,2,,,2,,1,,,1,,0,,,,0,,,,,6,,,,4.14,,,,1.740,,,1.71,,,-143,,,0,,49.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SKITTLES WILD BERRY,,,,,,,,,,,0,,,,0,,,1,,5,,,0,,0,,,,0,,,,,6,,,,6.00,,,,3.600,,,1.40,,,-164,,,0,,28.00,,
,,,,,,,,NIK NAKS RIB,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,2,,,,1,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-66,,,0,,15.56,,
,,,,,,,,SKIPS,,,,,,,,,,,0,,,,0,,,1,,0,,,3,,1,,,,1,,,,,6,,,,3.30,,,,0.900,,,1.85,,,-173,,,0,,67.27,,
,,,,,,,,FANTA FRUIT TWIST 500ML,,,,,,,,,,,1,,,,2,,,1,,0,,,0,,1,,,,1,,,,,6,,,,8.40,,,,6.000,,,1.00,,,-192,,,0,,14.29,,
,,,,,,,,MIKE AND IKE CHERRY,,,,,,,,,,,0,,,,0,,,1,,3,,,0,,2,,,,0,,,,,6,,,,3.00,,,,0.600,,,1.90,,,-263,,,0,,76.00,,
,,,,,,,,MAYNARDS FIZZY FISH,,,,,,,,,,,1,,,,1,,,0,,2,,,1,,1,,,,0,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-648,,,0,,15.56,,
,,,,,,,,MAYNARDS WINE GUMS,,,,,,,,,,,0,,,,1,,,1,,1,,,1,,2,,,,0,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-576,,,0,,15.56,,
,,,,,,,,SOUR PATCH KIDS.,,,,,,,,,,,0,,,,1,,,0,,3,,,0,,2,,,,0,,,,,6,,,,9.00,,,,6.600,,,0.90,,,-730,,,0,,12.00,,
,,,,,,,,JOHNNY'S SPICY RINGS,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,3,,,,0,,,,,6,,,,2.10,,,,1.460,,,0.29,,,-703,,,0,,16.57,,
,,,,,,,,JOHNNY'S PICKLED ONION RINGS,,,,,,,,,,,0,,,,2,,,2,,1,,,0,,0,,,,1,,,,,6,,,,2.10,,,,1.460,,,0.29,,,-438,,,0,,16.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SPRITE 500ML,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,1,,,,3,,,,,6,,,,8.40,,,,6.000,,,1.00,,,-87,,,0,,14.29,,
,,,,,,,,TAYTO BEEF & ONION,,,,,,,,,,,0,,,,0,,,0,,0,,,6,,0,,,,0,,,,,6,,,,7.50,,,,5.100,,,1.15,,,-72,,,0,,18.40,,
,,,,,,,,MARS,,,,,,,,,,,0,,,,0,,,1,,2,,,1,,2,,,,0,,,,,6,,,,4.50,,,,2.100,,,1.65,,,-288,,,0,,44.00,,
,,,,,,,,JACK'S ONION RINGS,,,,,,,,,,,1,,,,0,,,0,,2,,,0,,3,,,,0,,,,,6,,,,4.39,,,,2.700,,,0.96,,,-118,,,0,,26.20,,
,,,,,,,,KIT KAT COOKIE DOUGH FLAVOUR 99G,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,3,,,,0,,,,,6,,,,9.10,,,,7.500,,,0.08,,,-24,,,0,,1.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MILKYBAR MINI EGGS BAGS,,,,,,,,,,,0,,,,1,,,0,,0,,,3,,2,,,,0,,,,,6,,,,9.75,,,,8.100,,,0.03,,,-14,,,0,,0.31,,
,,,,,,,,MILLIONS BUBBLEGUM,,,,,,,,,,,0,,,,1,,,3,,1,,,0,,1,,,,0,,,,,6,,,,7.20,,,,3.600,,,2.40,,,-416,,,0,,40.00,,
,,,,,,,,SCHWEPPES SLIMLINE LEMONADE 2L,,,,,,,,,,,0,,,,1,,,2,,0,,,0,,1,,,,2,,,,,6,,,,10.50,,,,8.100,,,0.65,,,-571,,,0,,7.43,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SQUARES MARSHMALLOW,,,,,,,,,,,1,,,,0,,,2,,2,,,0,,1,,,,0,,,,,6,,,,4.74,,,,2.340,,,1.61,,,-327,,,0,,40.76,,
,,,,,,,,DORITOS COOL,,,,,,,,,,,0,,,,1,,,1,,2,,,1,,1,,,,0,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-244,,,0,,15.56,,
,,,,,,,,KINDER CARDS 4PK.,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,3,,,,,5,,,,9.95,,,,7.950,,,0.34,,,-124,,,0,,4.12,,
,,,,,,,,MAYNARDS SPORTS MIX,,,,,,,,,,,0,,,,2,,,0,,2,,,0,,0,,,,1,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-363,,,0,,15.56,,
,,,,,,,,FLIPZ PRETZELS CHOC,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,4,,,,,5,,,,7.45,,,,5.450,,,0.76,,,-194,,,0,,12.21,,
,,,,,,,,VIMTO CHEW BAR,,,,,,,,,,,0,,,,0,,,2,,0,,,3,,0,,,,0,,,,,5,,,,1.00,,,,0.840,,,0.00,,,-1881,,,0,,-0.20,,
,,,,,,,,HARIBO SUPERMIX,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,2,,,,0,,,,,5,,,,6.25,,,,4.250,,,0.96,,,-410,,,0,,18.40,,
,,,,,,,,JOHNNY'S BACON RINGS,,,,,,,,,,,0,,,,1,,,4,,0,,,0,,0,,,,0,,,,,5,,,,1.75,,,,0.580,,,0.87,,,-273,,,0,,59.95,,
,,,,,,,,JACK'S CUSTARD CREAMS.,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,2,,,,0,,,,,5,,,,6.25,,,,4.250,,,0.96,,,-295,,,0,,18.40,,
,,,,,,,,REESES PEANUT BUTTER BAR,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,3,,,,1,,,,,5,,,,9.75,,,,7.750,,,0.38,,,-16,,,0,,4.62,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EXTRA WHITE BUBBLEMINT TUB,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,2,,,,1,,,,,5,,,,12.50,,,,10.500,,,-0.08,,,-119,,,0,,-0.80,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78040,,,,,,,,WRIGLEY A/WAVE MENTHOL,,,,,,,,,,,0,,,,0,,,2,,0,,,1,,1,,,,1,,,,,5,,,,4.75,,,,1.900,,,2.06,,,-3393,,,0,,52.00,,
,,,,,,,,JACK'S BACON RASHERS,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,2,,,,1,,,,,5,,,,3.61,,,,2.250,,,0.76,,,-39,,,0,,25.21,,
,,,,,,,,DAIRY MILK BAR,,,,,,,,,,,0,,,,0,,,2,,0,,,1,,1,,,,1,,,,,5,,,,4.95,,,,2.950,,,1.18,,,-69,,,0,,28.48,,
,,,,,,,,GW SPICY BIKERS 50G,,,,,,,,,,,2,,,,2,,,0,,0,,,0,,1,,,,0,,,,,5,,,,5.00,,,,3.000,,,1.17,,,-362,,,0,,28.00,,
,,,,,,,,PRINGLES ORIGINAL 70G,,,,,,,,,,,0,,,,0,,,2,,0,,,1,,2,,,,0,,,,,5,,,,6.25,,,,4.250,,,0.96,,,-906,,,0,,18.40,,
,,,,,,,,ROWNTREES RANDOMS,,,,,,,,,,,1,,,,1,,,1,,1,,,0,,0,,,,1,,,,,5,,,,6.25,,,,4.250,,,0.96,,,-499,,,0,,18.40,,
,,,,,,,,ES MILK CHOCOLATE,,,,,,,,,,,0,,,,0,,,0,,1,,,2,,2,,,,0,,,,,5,,,,5.75,,,,3.750,,,1.04,,,-280,,,0,,21.74,,
,,,,,,,,MAYNARDS JELLY BABIES,,,,,,,,,,,1,,,,1,,,0,,1,,,2,,0,,,,0,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-240,,,0,,15.56,,
,,,,,,,,MILKYWAY CRISPY ROLLS,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,2,,,,1,,,,,5,,,,3.45,,,,4.450,,,-1.58,,,-96,,,0,,-54.78,,
,,,,,,,,CADBURY STARBAR,,,,,,,,,,,0,,,,2,,,1,,1,,,0,,0,,,,1,,,,,5,,,,4.95,,,,2.950,,,1.18,,,-96,,,0,,28.48,,
,,,,,,,,DAIRY MILK FREDDO CARAMEL 4PK,,,,,,,,,,,0,,,,1,,,1,,2,,,1,,0,,,,0,,,,,5,,,,7.95,,,,5.450,,,1.18,,,-99,,,0,,17.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MILKYBAR 90G,,,,,,,,,,,1,,,,0,,,2,,1,,,0,,0,,,,1,,,,,5,,,,8.25,,,,6.250,,,0.63,,,-96,,,0,,9.09,,
,,,,,,,,SKIPS PRAWN COCKTAIL 6PK.,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,4,,,,0,,,,,5,,,,9.75,,,,5.200,,,2.93,,,-762,,,0,,36.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KINDER BUENO,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,3,,,,0,,,,,5,,,,4.45,,,,2.450,,,1.26,,,-127,,,0,,33.93,,
,,,,,,,,BISCOLATA MOOD CARAMEL,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,3,,,,0,,,,,5,,,,6.25,,,,4.250,,,0.96,,,-206,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NERDS ROPE RAINBOW.,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,2,,,,1,,,,,5,,,,7.95,,,,4.170,,,2.46,,,-338,,,0,,37.13,,
,,,,,,,,CADBURY TWIRL WHITE DIPPED,,,,,,,,,,,2,,,,0,,,1,,0,,,0,,2,,,,0,,,,,5,,,,5.95,,,,3.950,,,1.01,,,-437,,,0,,20.34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WALKERS CHEESE & ONION 70G,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,2,,,,0,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-175,,,0,,15.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DM TWIRL BITES,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,0,,,,2,,,,,5,,,,9.25,,,,7.250,,,0.46,,,-113,,,0,,5.95,,
,,,,,,,,ROYSTERS T-BONE STEAK,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,0,,,,3,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-158,,,0,,15.56,,
,,,,,,,,SNICKERS 3PK,,,,,,,,,,,0,,,,1,,,0,,2,,,2,,0,,,,0,,,,,5,,,,9.45,,,,7.450,,,0.43,,,-54,,,0,,5.40,,
,,,,,,,,M&MS CHOCO,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,1,,,,2,,,,,5,,,,8.45,,,,6.450,,,0.59,,,-80,,,0,,8.40,,
,,,,,,,,FRISPS 6PK,,,,,,,,,,,0,,,,1,,,0,,1,,,3,,0,,,,0,,,,,5,,,,11.45,,,,7.440,,,2.11,,,-1201,,,0,,22.08,,
,,,,,,,,WISPA,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,0,,,,3,,,,,5,,,,4.95,,,,2.950,,,1.18,,,-33,,,0,,28.48,,
,,,,,,,,PARMA VIOLETS,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,2,,,,0,,,,,5,,,,3.45,,,,0.950,,,1.93,,,-935,,,0,,66.96,,
,,,,,,,,VIMTO FIZZY RIP ROLL.,,,,,,,,,,,0,,,,1,,,1,,1,,,1,,1,,,,0,,,,,5,,,,2.95,,,,0.950,,,1.51,,,-498,,,0,,61.36,,
